201.231	212
203.075	201
204.919	192
206.762	202
208.606	197
210.448	194
212.291	203
214.13	217
215.972	203
217.813	222
219.652	221
221.492	222
223.33	236
225.17	232
227.007	218
228.846	212
230.683	210
232.519	206
234.357	224
236.193	212
238.028	205
239.863	217
241.697	202
243.531	208
245.365	212
247.198	211
249.031	212
250.863	204
252.696	211
254.527	208
256.357	214
258.188	210
260.019	213
261.847	219
263.677	220
265.505	220
267.334	226
269.161	218
270.987	243
272.816	229
274.641	226
276.467	218
278.292	238
280.117	242
281.943	258
283.767	260
285.591	244
287.414	264
289.235	256
291.057	260
292.879	270
294.701	273
296.521	270
298.342	255
300.162	257
301.981	258
303.801	257
305.618	263
307.438	268
309.255	260
311.071	260
312.889	248
314.705	236
316.521	244
318.336	238
320.15	244
321.965	240
323.779	236
325.593	247
327.406	242
329.219	236
331.031	244
332.844	228
334.653	237
336.465	212
338.276	236
340.085	226
341.895	232
343.703	230
345.513	216
347.32	222
349.127	212
350.936	210
352.742	226
354.548	222
356.354	228
358.159	204
359.964	225
361.768	217
363.573	217
365.376	212
367.18	218
368.983	219
370.783	203
372.586	196
374.388	222
376.188	222
377.989	214
379.788	218
381.588	216
383.387	204
385.186	217
386.984	216
388.781	204
390.578	212
392.376	215
394.172	226
395.968	210
397.764	216
399.559	214
401.353	213
403.148	220
404.94	215
406.733	224
408.526	206
410.317	223
412.11	217
413.902	217
415.692	207
417.484	202
419.273	215
421.061	218
422.852	228
424.64	209
426.428	209
428.215	216
430.002	200
431.789	216
433.575	202
435.361	212
437.147	208
438.932	216
440.717	217
442.502	209
444.284	208
446.068	222
447.851	216
449.633	219
451.415	218
453.196	223
454.978	218
456.758	225
458.537	212
460.316	212
462.097	209
463.876	210
465.654	212
467.431	212
469.209	223
470.986	208
472.763	224
474.537	214
476.313	215
478.088	220
479.864	220
481.637	219
483.411	211
485.183	232
486.957	224
488.729	227
490.502	226
492.273	230
494.044	228
495.814	249
497.584	238
499.355	243
501.124	240
502.893	252
504.661	238
506.428	248
508.195	252
509.963	253
511.73	269
513.495	275
515.261	258
517.027	293
518.791	279
520.556	300
522.319	285
524.082	293
525.846	300
527.608	309
529.37	285
531.131	300
532.892	306
534.653	316
536.413	304
538.173	296
539.932	305
541.692	284
543.451	303
545.207	301
546.965	284
548.723	297
550.479	282
552.236	291
553.991	268
555.748	274
557.502	258
559.256	255
561.009	264
562.764	260
564.517	252
566.27	245
568.022	259
569.774	239
571.525	230
573.276	242
575.025	234
576.776	220
578.526	241
580.274	212
582.023	228
583.77	228
585.519	231
587.265	238
589.014	225
590.759	220
592.505	244
594.25	244
595.995	239
597.741	225
599.485	232
601.229	230
602.97	234
604.714	250
606.456	265
608.199	267
609.941	262
611.681	256
613.422	242
615.161	274
616.902	272
618.64	287
620.378	287
622.118	294
623.855	307
625.593	311
627.329	326
629.066	331
630.802	350
632.538	348
634.273	373
636.008	386
637.743	370
639.477	393
641.209	392
642.943	452
644.675	452
646.408	479
648.138	478
649.871	504
651.601	533
653.331	535
655.062	538
656.791	554
658.52	590
660.249	566
661.977	607
663.705	612
665.432	609
667.157	580
668.884	584
