MS43BRED
Wavelength = 1.54059
5	8.00
5.0204	4.00
5.0409	5.00
5.0613	3.00
5.0817	4.00
5.1021	7.00
5.1226	6.00
5.143	8.00
5.1634	7.00
5.1838	7.00
5.2042	5.00
5.2247	4.00
5.2451	12.00
5.2655	9.00
5.2859	8.00
5.3064	12.00
5.3268	4.00
5.3472	9.00
5.3676	5.00
5.3881	5.00
5.4085	7.00
5.4289	7.00
5.4493	8.00
5.4698	11.00
5.4902	4.00
5.5106	8.00
5.531	9.00
5.5515	8.00
5.5719	8.00
5.5923	3.00
5.6127	8.00
5.6332	6.00
5.6536	9.00
5.674	7.00
5.6944	7.00
5.7149	7.00
5.7353	9.00
5.7557	15.00
5.7761	6.00
5.7965	7.00
5.817	6.00
5.8374	14.00
5.8578	11.00
5.8782	11.00
5.8987	8.00
5.9191	8.00
5.9395	12.00
5.9599	9.00
5.9804	14.00
6.0008	6.00
6.0212	10.00
6.0416	7.00
6.0621	9.00
6.0825	6.00
6.1029	8.00
6.1233	9.00
6.1438	1.00
6.1642	11.00
6.1846	9.00
6.205	14.00
6.2255	5.00
6.2459	7.00
6.2663	10.00
6.2867	10.00
6.3072	8.00
6.3276	7.00
6.348	6.00
6.3684	6.00
6.3888	12.00
6.4093	8.00
6.4297	10.00
6.4501	8.00
6.4705	6.00
6.491	18.00
6.5114	11.00
6.5318	12.00
6.5522	6.00
6.5727	10.00
6.5931	3.00
6.6135	4.00
6.6339	10.00
6.6544	10.00
6.6748	10.00
6.6952	12.00
6.7156	9.00
6.7361	7.00
6.7565	7.00
6.7769	7.00
6.7973	7.00
6.8178	7.00
6.8382	10.00
6.8586	10.00
6.879	10.00
6.8995	6.00
6.9199	8.00
6.9403	11.00
6.9607	11.00
6.9812	6.00
7.0016	7.00
7.022	7.00
7.0424	13.00
7.0628	9.00
7.0833	6.00
7.1037	11.00
7.1241	9.00
7.1445	7.00
7.165	16.00
7.1854	4.00
7.2058	6.00
7.2262	8.00
7.2467	4.00
7.2671	13.00
7.2875	7.00
7.3079	7.00
7.3284	9.00
7.3488	7.00
7.3692	7.00
7.3896	5.00
7.4101	7.00
7.4305	8.00
7.4509	4.00
7.4713	10.00
7.4918	7.00
7.5122	11.00
7.5326	11.00
7.553	10.00
7.5735	11.00
7.5939	10.00
7.6143	6.00
7.6347	6.00
7.6551	9.00
7.6756	15.00
7.696	8.00
7.7164	12.00
7.7368	8.00
7.7573	8.00
