201.231	268
203.075	275
204.919	262
206.762	263
208.606	280
210.448	283
212.291	295
214.13	317
215.972	350
217.813	371
219.652	382
221.492	389
223.33	357
225.17	304
227.007	302
228.846	312
230.683	312
232.519	314
234.357	312
236.193	306
238.028	300
239.863	298
241.697	294
243.531	277
245.365	288
247.198	274
249.031	296
250.863	305
252.696	285
254.527	290
256.357	272
258.188	301
260.019	313
261.847	298
263.677	300
265.505	318
267.334	308
269.161	332
270.987	339
272.816	364
274.641	377
276.467	388
278.292	404
280.117	439
281.943	447
283.767	443
285.591	442
287.414	462
289.235	444
291.057	455
292.879	432
294.701	431
296.521	414
298.342	417
300.162	385
301.981	402
303.801	375
305.618	378
307.438	360
309.255	356
311.071	349
312.889	334
314.705	355
316.521	321
318.336	318
320.15	314
321.965	310
323.779	306
325.593	320
327.406	321
329.219	305
331.031	310
332.844	296
334.653	302
336.465	292
338.276	305
340.085	297
341.895	282
343.703	286
345.513	282
347.32	285
349.127	280
350.936	271
352.742	275
354.548	274
356.354	280
358.159	282
359.964	288
361.768	289
363.573	276
365.376	284
367.18	288
368.983	284
370.783	279
372.586	280
374.388	277
376.188	278
377.989	284
379.788	280
381.588	274
383.387	288
385.186	304
386.984	310
388.781	293
390.578	305
392.376	322
394.172	331
395.968	334
397.764	328
399.559	333
401.353	322
403.148	326
404.94	320
406.733	311
408.526	302
410.317	299
412.11	319
413.902	274
415.692	302
417.484	276
419.273	271
421.061	283
422.852	277
424.64	262
426.428	272
428.215	273
430.002	274
431.789	270
433.575	266
435.361	268
437.147	274
438.932	276
440.717	272
442.502	270
444.284	272
446.068	280
447.851	274
449.633	266
451.415	275
453.196	278
454.978	262
456.758	281
458.537	263
460.316	276
462.097	272
463.876	281
465.654	273
467.431	279
469.209	278
470.986	273
472.763	266
474.537	274
476.313	276
478.088	278
479.864	276
481.637	282
483.411	278
485.183	292
486.957	298
488.729	296
490.502	294
492.273	298
494.044	299
495.814	282
497.584	294
499.355	292
501.124	304
502.893	310
504.661	315
506.428	322
508.195	325
509.963	308
511.73	304
513.495	320
515.261	320
517.027	338
518.791	326
520.556	323
522.319	324
524.082	316
525.846	336
527.608	337
529.37	332
531.131	336
532.892	342
534.653	358
536.413	352
538.173	322
539.932	348
541.692	342
543.451	366
545.207	350
546.965	349
548.723	332
550.479	338
552.236	334
553.991	325
555.748	321
557.502	323
559.256	306
561.009	299
562.764	310
564.517	304
566.27	312
568.022	282
569.774	284
571.525	292
573.276	292
575.025	295
576.776	292
578.526	299
580.274	302
582.023	292
583.77	292
585.519	292
587.265	295
589.014	303
590.759	301
592.505	323
594.25	314
595.995	316
597.741	328
599.485	324
601.229	339
602.97	337
604.714	330
606.456	343
608.199	329
609.941	349
611.681	340
613.422	345
615.161	360
616.902	356
618.64	376
620.378	371
622.118	382
623.855	403
625.593	366
627.329	380
629.066	419
630.802	430
632.538	461
634.273	456
636.008	500
637.743	510
639.477	517
641.209	525
642.943	521
644.675	568
646.408	609
648.138	590
649.871	613
651.601	616
653.331	649
655.062	655
656.791	652
658.52	654
660.249	691
661.977	697
663.705	700
665.432	683
667.157	664
668.884	635
670.61	669
672.337	638
674.06	612
675.786	581
677.509	552
679.234	558
680.956	520
682.679	523
684.4	466
686.124	480
687.845	454
689.566	447
691.287	417
693.007	415
694.727	375
696.444	370
698.164	349
699.882	310
701.601	329
703.317	296
