201.231	324
203.075	352
204.919	367
206.762	368
208.606	383
210.448	429
212.291	411
214.13	426
215.972	441
217.813	465
219.652	496
221.492	496
223.33	528
225.17	500
227.007	494
228.846	500
230.683	461
232.519	426
234.357	426
236.193	396
238.028	414
239.863	400
241.697	418
243.531	406
245.365	403
247.198	412
249.031	384
250.863	403
252.696	378
254.527	368
256.357	377
258.188	362
260.019	381
261.847	382
263.677	360
265.505	374
267.334	386
269.161	378
270.987	394
272.816	396
274.641	409
276.467	410
278.292	433
280.117	418
281.943	445
283.767	460
285.591	493
287.414	494
289.235	495
291.057	484
292.879	506
294.701	470
296.521	480
298.342	490
300.162	493
301.981	499
303.801	495
305.618	446
307.438	420
309.255	421
311.071	452
312.889	420
314.705	424
316.521	397
318.336	396
320.15	403
321.965	398
323.779	414
325.593	430
327.406	458
329.219	470
331.031	454
332.844	466
334.653	442
336.465	475
338.276	462
340.085	468
341.895	486
343.703	479
345.513	444
347.32	473
349.127	447
350.936	429
352.742	447
354.548	431
356.354	429
358.159	429
359.964	418
361.768	443
363.573	407
365.376	437
367.18	410
368.983	410
370.783	421
372.586	425
374.388	436
376.188	422
377.989	416
379.788	428
381.588	436
383.387	428
385.186	432
386.984	438
388.781	434
390.578	429
392.376	439
394.172	454
395.968	467
397.764	478
399.559	468
401.353	481
403.148	468
404.94	495
406.733	484
408.526	512
410.317	502
412.11	495
413.902	479
415.692	464
417.484	434
419.273	440
421.061	446
422.852	461
424.64	447
426.428	440
428.215	406
430.002	450
431.789	441
433.575	423
435.361	426
437.147	420
438.932	405
440.717	404
442.502	411
444.284	396
446.068	410
447.851	382
449.633	380
451.415	390
453.196	374
454.978	406
456.758	390
458.537	388
460.316	394
462.097	376
463.876	394
465.654	370
467.431	402
469.209	401
470.986	389
472.763	393
474.537	391
476.313	384
478.088	362
479.864	382
481.637	377
483.411	380
485.183	392
486.957	388
488.729	395
490.502	388
492.273	400
494.044	378
495.814	405
497.584	376
499.355	388
501.124	396
502.893	390
504.661	383
506.428	388
508.195	368
509.963	350
511.73	383
513.495	378
515.261	365
517.027	362
518.791	360
520.556	372
522.319	349
524.082	352
525.846	352
527.608	340
529.37	353
531.131	360
532.892	375
534.653	378
536.413	359
538.173	350
539.932	376
541.692	364
543.451	356
545.207	377
546.965	370
548.723	362
550.479	352
552.236	338
553.991	350
555.748	332
557.502	344
559.256	332
561.009	339
562.764	336
564.517	361
566.27	357
568.022	344
569.774	354
571.525	353
573.276	360
575.025	357
576.776	344
578.526	379
580.274	379
582.023	394
583.77	378
585.519	397
587.265	392
589.014	406
590.759	402
592.505	398
594.25	384
595.995	378
597.741	400
599.485	392
601.229	390
602.97	413
604.714	390
606.456	409
608.199	421
609.941	408
611.681	416
613.422	398
615.161	388
616.902	400
618.64	403
620.378	399
622.118	404
623.855	389
625.593	397
627.329	392
629.066	383
630.802	380
632.538	387
634.273	376
636.008	368
637.743	398
639.477	394
641.209	397
642.943	398
644.675	387
646.408	398
648.138	387
649.871	388
651.601	418
653.331	425
655.062	410
656.791	424
658.52	422
660.249	424
661.977	420
663.705	423
665.432	402
667.157	423
668.884	390
670.61	412
672.337	384
674.06	403
675.786	414
677.509	382
679.234	386
680.956	409
682.679	397
684.4	378
686.124	372
687.845	370
689.566	397
691.287	373
693.007	364
694.727	370
696.444	364
698.164	358
699.882	357
701.601	378
703.317	356
705.035	360
706.751	378
708.468	340
710.183	327
711.898	341
713.614	334
715.328	331
717.042	344
718.755	341
720.468	333
722.181	320
723.893	328
725.605	320
727.315	316
729.026	330
730.737	323
732.446	329
734.156	333
735.864	314
737.574	319
739.282	306
740.989	308
742.698	311
744.404	313
746.11	316
747.816	308
749.522	284
751.227	279
752.932	296
754.636	294
756.338	296
758.042	300
759.746	280
761.447	291
763.15	292
764.851	285
766.553	287
768.253	302
769.953	274
771.652	274
773.351	285
775.052	299
776.75	281
778.448	294
780.144	306
781.842	288
783.539	293
785.235	312
786.93	274
788.626	283
790.322	293
792.015	300
793.711	296
795.404	290
797.096	302
798.788	314
800.482	315
802.174	311
803.865	315
805.556	326
807.247	344
808.937	357
810.625	342
812.315	373
814.004	402
815.692	446
817.38	512
819.067	566
820.755	670
822.441	737
824.126	751
825.813	703
827.498	588
829.183	554
830.867	493
832.551	468
834.235	455
835.918	438
837.601	413
839.282	424
840.964	444
842.646	446
844.326	449
846.008	465
847.687	520
849.367	606
851.046	704
852.724	813
854.402	905
856.08	900
857.757	820
859.434	716
861.11	617
862.787	526
864.463	495
866.138	455
867.812	405
869.487	396
871.162	346
872.834	344
874.506	370
876.18	367
877.852	363
879.523	373
881.194	365
882.866	366
884.537	346
886.205	327
887.874	325
889.544	308
891.213	325
892.882	308
894.548	301
896.216	308
897.882	296
899.55	310
901.215	309
902.882	303
904.546	310
906.211	298
907.875	309
909.538	312
911.202	311
912.865	324
914.528	334
916.19	330
917.852	354
919.512	356
921.174	333
922.833	344
924.494	308
926.152	313
927.813	314
929.471	300
931.128	288
932.786	296
934.443	296
936.1	306
937.756	310
939.412	304
941.068	302
942.724	298
944.377	311
946.032	296
947.687	308
949.339	314
950.993	326
952.645	328
954.296	344
955.948	333
957.6	354
959.251	334
960.901	365
962.551	371
964.201	371
965.848	364
967.497	344
969.146	351
970.793	348
972.441	308
974.087	329
975.734	300
977.379	294
979.026	298
980.671	290
982.315	302
983.959	285
985.603	281
987.247	298
988.89	280
990.533	291
992.173	277
993.815	295
995.457	291
997.097	278
998.738	284
1000.38	278
1002.02	290
1003.66	289
1005.29	296
1006.93	283
1008.57	282
1010.21	287
